Label,Text
Valid,"- iPhone 6 Plus menjadi hit besar di dunia maya, dengan pengguna yang marah dan orang-orang yang marah dengannya. Tetapi sementara banyak yang marah dengan iPhone 6 yang terlalu nipis, hashtag #BendGate masih cukup mendapat perhatian, lapor Guardian. ""Ini adalah skandal yang sangat nyata,"" kata seorang pengguna. ""Ini adalah sesuatu yang sangat tidak menyenangkan. "" Yang lain, termasuk HTC, Nokia, dan Samsung, juga menyatakan bahawa telefon mereka tidak melengkung, tetapi felxibel. ""Kami tidak melengkung, tetapi kami felxibel,"" kata yang lain. ""Peluru kami tidak melengkung, tetapi kami felxibel. "" Tetapi banyak yang juga mendapat perhatian, dengan beberapa tweet yang menarik, termasuk gambar yang menarik, menunjukkan ""kulit yang lebih baik,"" dan #patah. #bendgate."
Valid,"- iPhone 6 dan iPhone 6 Plus dikabarkan mudah melengkung, dan sekarang mereka telah dibimbangkan. Google dilaporkan sedang menyiasat, dan Samsung telah memanggil telefon bimbit yang disebutnya ""sementara"", lapor Cnn. Samsung mengatakan telefon itu ""dibina dengan layar melengkung dan bodi yang melengkung,"" dan Samsung mengatakan telefon itu ""tidak akan mudah dibengkokkan atau dibengkokkan. "" Tetapi Samsung mengatakan telefon itu ""tidak akan bengkok atau dibengkokkan"" dan ""tidak akan mudah ditekuk atau dibengkokkan. "" Sementara itu, iPhone 6 Plus telah diejek oleh Samsung dan Google, lapor Fortune."
Valid,"- iPhone 6 Plus yang baru dijual tidak akan mempunyai paparan yang lebih baik daripada yang diharapkan oleh beberapa pengguna. Apple mengatakan bahawa ia mempunyai ""unibody yang kuat dengan kekuatan ekstra,"" dan ia juga memiliki stainless steel dan titanium untuk melindungi bodi, lapor Wall Street Journal. Sebilangan pengguna mengatakan bahawa mereka tidak perlu bersusah payah untuk meletakkan telefon mereka di saku depan, yang bermaksud mereka mungkin sedikit membungkuk di atasnya."
Valid,"- Ini mungkin bukan kes pertama yang melibatkan iPhone yang dibengkokkan. Kali ini, ini melibatkan iPhone 6. Seperti yang dilaporkan Mashable, seorang anggota forum MacRumors yang membagikan foto iPhone 6 Plus miliknya yang melengkung setelah menyeretnya selama beberapa jam. Foto-Foto itu juga muncul. DevinPitcher, anggota forum berbahasa Perancis, juga berkongsi gambar iPhone 6 miliknya yang dipintal. (Dan ya, ini adalah iPhone 6 yang pertama. ) Mashable menyatakan bahawa insiden ini bukan yang pertama terjadi pada iPhone 5S awal tahun ini."
Valid,"- Apple mungkin tidak dapat membeli iPhone 6 Plus yang baru dengan harga murah, tetapi syarikat itu mungkin tidak akan menerima panggilan telefon yang baik. Syarikat itu mengatakan bahawa ia mendapat respons cepat dari pelanggan yang mengadu mengenai telefon yang menjadi melengkung, lapor Wall Street Journal. ""Ini adalah contoh paling jelas dari perubahan ini,"" kata Tim Cook, ketua pegawai komunikasi syarikat. ""Kedengarannya seperti pelanggaran kecil. "" Apple telah menjual 10 juta iPhone 6 Plus sejak dilancarkan."
Valid,"- Apple sedang mengusahakan iPhone baru yang akan merangkumi layar yang lebih besar dengan kacamata yang melengkung, lapor Bloomberg. Dan sepertinya Apple akan memiliki layar yang lebih besar dengan dua ukuran berbeda: 4,7 inci dan 5,5 inci. Facetime 6 dan 6 mempunyai sensor yang dapat membedakan sentuhan berat atau ringan pada layar. (Apple sebelumnya membanggakan akan memiliki layar yang lebih besar untuk digunakan dengan bahan seperti batu safir. ) Telefon baru itu juga mempunyai sensor yang mampu membezakan sentuhan berat atau ringan pada layar. Buat masa ini, Apple sedang mengusahakan iPhone 6 dan iPhone 6 yang akan datang, lapor Wall Street Journal."
Valid,"- Sekiranya anda tertanya-tanya mengapa tidak ada yang menggunakan iPhone 6 Plus, Consumer Reports mempunyai jawapannya: iPhone 6 Plus. Syarikat itu menguji enam iPhone, termasuk iPhone 5, iPhone 6, iPhone 6 Plus, Samsung Galaxy Note 3, dan HTC One M8, lapor Cnbc. Hasilnya: Telefon itu ""tidak serentan seperti yang dikeluhkan belakangan ini,"" kata Consumer Reports."
Valid,"- iPhone 6 Plus mungkin tidak akan mempunyai masalah untuk dicemooh. Tetapi Apple dilaporkan sedang mempertimbangkan untuk mengembalikannya. Bukan hanya dia tidak mempunyai masalah dengan iPhone, tetapi dia ""memilih material campuran alloy-aluminium alloy yang tidak terlalu solid sebagai bahan dasar kerangka iPhone 6 Plus,"" lapor Business Insider. Orang-Orang di seluruh dunia mengejek kelemahannya, seperti yang dibuktikan oleh hashtag #bendgate. Ada yang menyiarkan foto ke Imgur yang menunjukkan bahawa iPhone 6 Plus adalah ""skandal melengkung. "" Yang lain menyiarkan gambar ke laman web Imgur yang menunjukkan bahawa ia adalah palsu."
Valid,"- iPhone 6 Plus mudah melengkung, tetapi tidak mudah. Seorang pakar di Consumer Reports mengatakan bahawa dia berjaya melengkungkan 3 unit iPhone 6 Plus, tetapi ""kami telah mencoba melengkungkan tiga unit, semuanya melengkung di lokasi yang sama, yakni tepat di bawah tombol volume,"" kata Lewis Hilsenteger. Hilsenteger adalah peng-upload video yang menunjukkan bagaimana iPhone 6 Plus dapat melengkung, dan dia adalah ""pengasuh video pertama yang menunjukkan hasil yang meyakinkan. "" Video itu disiarkan di Youtube. Hilsenteger mengatakan bahawa dia telah ""mencuba melengkungkan tiga unit, semuanya melengkung di lokasi yang sama, yakni tepat di bawah tombol volume. "" Video itu juga menunjukkan unit iPhone 6 Plus yang diuji juga melengkung di titik yang sama. Hilsenteger, yang memiliki kanal Therapy di YouTube, mengatakan bahawa dia ""tidak hanya mencoba melengkungkan satu unit iPhone 6 Plus, tetapi beberapa. Ini dengan tujuan agar video yang dipublikasikan menunjukkan hasil yang meyakinkan. "" (Dalam berita teknologi lain, iPhone 6 Plus adalah ""telefon terlemah"" di dunia."
Valid,"- iPhone 6 Plus mungkin tidak akan mempunyai banyak tenaga, tetapi mungkin tidak ada yang mahu melihat. Apple telah mengundang beberapa jurnalis ke sebuah fasilitas ujian ketahanan iPhone, tetapi tidak ada yang tahu bagaimana perasaannya. Di antara sembilan laporan mengenai iPhone 6 Plus -- sembilan laporan -- Apple mengatakan bahawa ia mendapat sembilan. Tetapi itu tidak benar, lapor Recode. net. ""Tidak tepat bila ada anggapan mudah melengkungnya iPhone 6 Plus akibat casing aluminium unibody yang dipadukan dengan body tipis,"" kata Apple. ""Tambahan Schiler, iPhone 6 Plus sebaliknya diracik dengan kontruksi unibody unggulan, seperti alumunium berkualiti tinggi, lapisan layar terkuat, dan komponen yang diberi makan baja serta titanium. "" Uji ketahanan iPhone 6 Plus, yang melibatkan beberapa puluh teknisi, melibatkan tekanan hingga 25 paun."
Valid,"- Apple telah mengumumkan bahawa ia menanggapi keluhan pengguna iPhone 6 Plus yang bengkok. ""Dengan penggunaan normal, sebuah lengkungan di iPhone sangat jarang terjadi,"" kata syarikat itu dalam satu kenyataan. ""Selama enam hari pertama penjualan, hanya ada sembilan pelanggan yang menghubungi Apple dengan iPhone 6 Plus melengkung. "" Apple mengatakan bahawa telefonnya telah ""diuji dari model hingga materialnya,"" walaupun hanya sembilan komplain yang ditawarkan. ""Kami memilih bahan berkualiti tinggi dan membangunnya dengan sangat hati-hati agar ia kuat dan tahan lama,"" kata Apple. ""Dengan penggunaan normal, sebuah lengkungan di iPhone sangat jarang terjadi. "" Apple mengatakan bahawa ia tidak akan lagi mengeluarkan iOS 8, yang dikeluarkan pada hari Rabu, untuk mengatasi masalah tersebut. (Apple tidak hanya menghadapi masalah dengan iOS 8 yang baru dilancarkan 17 September."
Valid,"- iPhone 6 dan iPhone 6 Plus mungkin tidak akan mudah bengkok, tetapi Apple telah memberi amaran bahawa masalahnya adalah berlebihan. Dalam video yang diperoleh oleh Consumer Reports, Apple menguji telefon pintar Android dan iPhone 5 yang lebih baru dan mendapati bahawa telefon 6 dan iPhone 6 Plus tidak mudah bengkok. Telefon terbaru Apple adalah iPhone 6, dan iPhone 6 Plus -- dengan tekanan berat 70 pon, menurut Cnet -- berada di kedudukan terakhir. Telefon terbaru Apple, yang boleh bengkok dalam tekanan 100 pon. Dan iPhone 6 Plus berada di urutan keempat, dan iPhone 6 Plus bengkok dalam tekanan 90 pon."
Valid,"- Apple mengatakan bahawa ia telah menerima 9 aduan pengguna dari 10 juta unit iPhone 6 dan iPhone 6 Plus yang terjual sejak Khamis, lapor Business Insider. Menurut laporan Wall Street Journal, masalah iPhone 6 Plus yang mudah melengkung terlalu banyak dibesar-besarkan. Apple mengatakan masalah itu tidak terjadi pada semua unit, tetapi hanya sebilangan kecil. ""Dengan penggunaan normal, iPhone 6 Plus yang melengkung akan sangat jarang berlaku,"" kata perwakilan Apple. Menurut Business Insider, syarikat itu mendakwa hanya ada sebilangan kecil pelanggan yang mengalami masalah."
Valid,"- iPhone 6 telah menjadi perhatian besar di seluruh dunia, dan Apple telah mengungkapkan apa yang disebutnya sebagai ""membongkok"" yang mungkin merupakan tindakan ""sangat jarang"" dalam kes ini. Di Verge, Justin Elliot menyebut ""masalah iPhone 6 yang melengkung"" - yang sangat jarang berlaku kerana terbuat dari logam baja / titanium -- dan mengatakan bahawa layar iPhone 6 dan 6+ telah dikuatkan dengan ion untuk menjaga agar tidak berubah bentuk. ""Kami akan memberikan ganti rugi atas kasus ini, tetapi pihak dari Apple akan melihatnya secara kasus per kasus sebelum memberikan garansi,"" tulis Elliot. ""Peranti ini sangat mudah dibengkokkan hanya dengan sedikit tekanan saja. "" (Lihat tweet ini dari iPhone 6 di sini. ) ""Saya tidak dapat memikirkan apa-apa kecuali mengatakan 'Bendgate,'"" tulis Elliot. ""Saya tidak dapat memikirkan apa-apa. "" (Lihat tweet ini dari iPhone 6 yang dibulatkan. ) ""Saya tidak dapat memikirkan apa-apa. Saya tidak dapat memikirkan apa-apa."
Valid,"- iPhone 6 Plus sudah menjadi ""mustahil"", tetapi sekarang ia menjadi masalah. Menurut GSM, pengguna phablet yang ditingkatkan bernama iPhone 6 Plus ini dilihat begitu mudah melengkung atau bengkok tanpa banyak tenaga. Terdapat juga khabar angin bahawa telefon 6 Plus -- yang dilengkapi dengan body-strenghthened yang tipis -- terlalu kuat untuk menjadi kenyataan. Tetapi ada yang berspekulasi bahawa telefon 6 Plus lebih kuat daripada yang difikirkan sebelumnya. ""Sudah tentu, ada masalah dengan chassis iPhone 6 Plus yang kekurangan tenaga,"" kata Gizmodo."
Valid,"- Apple mengatakan bahawa ia tidak mempunyai masalah dengan iPhone 6 Plus, tetapi ia mempunyai masalah dengan bahagian atasnya. Pengguna melaporkan bahawa paparan 5. 5 inci terlalu panjang untuk menahan tekanan, lapor Trustedreviews. ""Dengan penggunaan normal, kebengkokan di iPhone sangat jarang dan melalui enam hari pertama penjualan, total sembilan pelanggan mengontak Apple dengan (keluhan) iPhone 6 Plus yang bengkok,"" kata Apple. ""Seperti produk Apple (lainnya), jika anda mempunyai pertanyaan sila hubungi Apple. "" Dan, seperti yang dikatakan oleh Verge, ""iPhone 6 juga menampilkan besi stainless (anti karat) dan titanium untuk memperkuat tekanan tinggi dan menggunakan kaca terkuat di industri smartphone. "" Syarikat itu mengatakan bahawa ia melakukan pengujian ke atas fizikal iPhone 6 ketika mengalami tekanan pada bodi."
Valid,"- Apple mengatakan bahawa ia menerima aduan mengenai ""lorong"" iPhone 6 yang mudah melengkung, dan pihaknya tidak pasti mengapa. Perwakilan Apple mengatakan bahawa aduan tersebut merangkumi sembilan laporan dan semuanya telah diluluskan oleh iPhone 6 dan iPhone 6 Plus. Laporan itu mengatakan bahawa telefon bimbit yang melengkung boleh diganti dengan unit baru secara percuma jika masih dalam garansi dan juga memenuhi standard Apple. Berita itu tidak begitu menggembirakan memandangkan hanya sekitar 10 juta unit iPhone 6 dan iPhone 6 Plus yang dilayari di seluruh dunia, lapor Wall Street Journal."
Valid,"- Apple telah mengeluarkan laporan yang menunjukkan bahawa masalah iPhone 6 Plus yang mudah melengkung terlalu dibesar-besarkan. Apple mengatakan bahawa masalah itu telah dibesar-besarkan dan hanya mempengaruhi sebilangan kecil pengguna iPhone 6 Plus. Tetapi perwakilan Apple mengatakan bahawa masalah itu terlalu banyak dibesar-besarkan dan dibesar-besarkan. Menurut laporan Wall Street Journal, 9 aduan pengguna iPhone 6 Plus dan iPhone 6 Plus telah dilaporkan. Apple mengatakan bahawa masalah itu tidak berlaku di semua unit Apple, tetapi hanya sebilangan kecil pengguna iPhone 6 Plus yang mendapatnya. ""Dengan penggunaan normal, iPhone 6 Plus yang melengkung akan sangat jarang terjadi,"" kata perwakilan Apple."
Hoax,"- iPhone 6 Plus yang dijual dengan mudah melengkung mungkin tidak akan bertahan. Seorang pemilik iPhone baru yang menyiarkan gambar dirinya meletakkan iPhone 6 Plus di saku depan celana, menemui lengkungan di bahagian tengah, lapor Verge. Devin Pitcher, yang memiliki iPhone 6 Plus yang serupa, mengatakan bahawa dia menjumpainya di bahagian tengah. ""Pada saat Devin mengeluarkan dari saku, menemui iPhone 6 Plus mengalami lengkungan pada bagian tengah, seperti yang didakwa Devin,"" kata Verge. ""Seperti yang ditunjukkan oleh Verge, iPhone 6 Plus tidak mempunyai kekuatan untuk menahan tekanan. "" ""Ini sepertinya tidak kuat untuk menahan tekanan,"" kata Verge. ""Ini mudah melengkung. "" Apple mengatakan bahawa ia sudah mematerialkan iPhone 6 Plus dengan stainless steel dan titanium sebagai pelindung body. Tetapi seorang yang tidak dikenali mengatakan bahawa dia tidak percaya bahawa iPhone 6 Plus mudah melengkung kerana ""koleksi produk yang kurang kuat. "" Sekiranya ia mempunyai berat badan, ia mungkin masih tahan terhadap lengkungan."
Hoax,"- Apple tidak akan lagi mempunyai iPhone 6 yang duduk di belakangnya. Syarikat itu mengatakan sedang menyiasat masalah yang dijumpai dalam sistem operasi iOS 8, laporan Venturebeat. Masalah itu - yang disebut ""antennagate"" - telah menjadi popular di kalangan netizen pada tahun 2010. Netizen menyebut masalah itu sebagai ""antennagate"" dan mengatakan bahawa ia menyebabkan terputusnya hubungan. Tidak ada komentar dari Apple mengenai masalah tersebut, tetapi syarikat itu mengatakan sedang menyiasat laporan mengenai masalah yang terdapat dalam sistem operasi OS 8, lapor Cnet."
Hoax,#NAME?
Hoax,"- Apple melancarkan iPhone 6 Plus barunya di pasaran tahun ini, tetapi ia mendapat bantahan dari pengguna. The Wall Street Journal melaporkan bahawa pada masa itu, kebanyakan pengguna iPhone 6 Plus mengatakan bahawa ia benar-benar boleh melengkung. Tetapi ketika Apple mengeluarkannya, layar besar 5,5 inci itu melengkuk seperti tank yang menahan tekanan. Apple juga telah meningkatkan tekanan dengan memindahkan tombol Power ke bahagian atas untuk memudahkan penggunaan dengan satu tangan. Tetapi masalah besar itu membatasi kenyaman pengguna ketika menyimpannya di saku celana nampaknya tidak terpikirkan oleh Apple, menurut Techcrunch."
Hoax,"- Apple telah menyelesaikan masalah terbaru yang melibatkan iPhone 6 Plus. Pengguna melaporkan pada hari Isnin bahawa iPhone 6 Plus - telefon Apple yang berlayar 5,5 inci - mudah melengkung ketika terlalu lama disimpan di dalam saku depan seluar, lapor Wall Street Journal. Masalah body-fending ini tidak hanya di kalangan pelanggan Apple, tetapi juga mempengaruhi sebahagian kecil iPhone 6 Plus, yang tidak ada di semua unit. ""Dengan penggunaan normal, iPhone 6 Plus yang melengkung akan sangat jarang berlaku,"" kata perwakilan Apple kepada Business Insider. Laporan itu menyatakan bahawa hanya ada sekitar 10% pengguna iPhone 6 Plus yang mengalami masalah body-fending. Tetapi perwakilan Apple mengatakan bahawa kerangka body iPhone 6 Plus sudah cukup kuat dan memenuhi standard Apple. Apple mengatakan ia telah menerima 9 aduan mengenai iPhone 6 Plus, yang dijual dengan harga $ 15 juta. Seorang pengguna Forum Macrumors mengatakan bahawa dia memunggah iPhone 6 Plus ke dalam sakunya selama empat jam. Dia mengatakan bahawa dia tidak mengeluarkan telefonnya selama 4 jam, dan ketika dia mengeluarkannya, dia kaget."
Hoax,"- Apple nampaknya tidak berminat dengan telefon pintar pintar. Bloomberg melaporkan telefon 6 yang dikabarkan akan hadir dengan layar melengkung. Apple dilaporkan merancang dua model iPhone 6 yang akan hadir dengan layar 5. 5 inci, sementara yang lain mempunyai layar 4. 7 inci. Juga dikatakan dalam laporan Bloomberg bahawa telefon dengan layar melengkung akan memiliki sensor tambahan yang dapat yang dapat mendeteksi tingkat tekanan yang berbeda."
Valid,"- Ini adalah masalah iPhone 6 yang paling banyak dibicarakan di media sosial, dan sekarang Apple akhirnya membuka jalan untuk menyelesaikannya. Kes ini adalah ""kes jarang"" yang jarang berlaku, kata Verge, dan hanya sedikit yang mengalaminya. Itu semua disebabkan oleh penggunaan iPhone 6 dan iPhone 6 Plus yang tinggi, dan Apple mengatakan bahawa reka bentuk telefon 6 dan iPhone 6 Plus menggunakan bahan logam baja / titanium yang lebih kuat untuk meningkatkan cirinya. Apple mengatakan bahawa layar iPhone 6 dan iPhone 6 Plus diperkuat dengan ion untuk menjaga layar tidak berubah bentuk."
Hoax,"- iPhone 6 Plus Apple hampir tidak dapat diakses oleh pengguna sejak diluncurkan, dan beberapa pengguna iPhone 6 Plus panik. Pengguna Forum Macrumors, Hanzon, mengaku telah memasukan iPhone 6 Plus ke dalam saku depan -- selama 4 jam, dia tidak mengeluarkannya, dan terus melakukan perkara biasa seperti biasa. DevinPitcher juga mengalami pengalaman yang sama, dan Engadget melaporkan bahawa DevinPitcher juga mengalami masalah di saku depan. Klik untuk mengetahui lebih lanjut mengenai masalah itu."
Hoax,"- Apple telah mendedahkan beberapa aduan yang paling banyak dilihat mengenai iPhone 6 dan iPhone 6 Plus, termasuk satu yang mengatakan bahawa ia bengkok dalam sekejap setelah memasuki saku. ""Hai Tim Cook! Sebenarnya aku sangat menyukai iPhone 6 Plus ini, ciri yang paling aku sukai dari iPhone 6 Plus ini adalah kefleksibilitasannya hingga melengkung seperti ini!"" seorang pengguna tweet. Seorang pengguna lain menambah bahawa ia membawa iPhone 6 barunya di dalam saku dan ""terkejut"" melihatnya. ""Ketika mengeluarkan iPhone 6-ku, betapa terkejutnya aku melihat bentuknya yang sudah tidak seperti semula. Mengecewakan,"" kata seorang pengguna. Apple membayar $ 12 juta untuk telefon bimbit tersebut, walaupun tidak jelas apakah itu akan terjadi."
Hoax,"- Sekiranya anda tidak dapat membeli iPhone 6, anda mungkin akan menyukainya. Apple mengatakan bahawa ia hanya mempunyai 9 pelanggan dalam enam hari, tetapi hanya 9 yang melakukannya. Itu hanya masalah, menurut laporan di Verge, dan Apple mengatakan bahawa mereka tidak tahu harus menghubungi siapa untuk mendapatkan iPhone baru mereka. Banyak pengguna iPhone 6 yang kecewa dengan produk mereka bengkok mengatakan bahawa produk mereka ""terlalu bagus untuk digunakan dengan normal. "" Dan, seperti yang dilaporkan oleh Cnbc, ada yang mengeluh tentang masalah itu, dan yang lain mengeluh tentang seberapa mudahnya iPhone bengkok. ""Sekiranya anda merasa tidak rela harus membengkokkan iPhone Anda sendiri, sudah banyak video dan gambar yang bisa anda rasakan dan lihat dari internet yang memperlihatkan kelemahan Apple,"" tulis Adam Clark Estes untuk Gizmodo. ""Sekiranya anda merasa tidak rela harus membengkokkan iPhone anda sendiri, sudah banyak video dan gambar yang dapat anda bongkarkan dan lihat dari internet yang memperlihatkan kelemahan Apple. "" Sementara itu, laporan di Verge mengatakan bahawa Apple telah ""mengalami penurunan nilai saham Apple sebanyak 3,8%. "" Harga saham Apple turun setelah video bengkoknya muncul di YouTube."
Hoax,"- Sekiranya anda melihat iPhone 6 Plus yang baru tidak dapat digunakan, anda tidak bersendirian. Seorang pengguna mengatakan bahawa iPhone 6 Plus telah terlihat melengkung setelah beberapa waktu pemakaian, lapor Ars Technica. Seorang penulis portal teknologi mengatakan bahawa dia mengaku bahawa iPhone 6 Plusnya benar-benar terlihat melengkung setelah dimasukkan ke dalam saku belakang dan dipakai untuk aktiviti seperti duduk hingga berdansa. Seorang pengguna lain mengatakan bahawa dia mungkin telah mengalami masalah dengan paparan panas badan yang membuat iPhone 6 Plus kelihatan memuai. Apple belum mengeluarkan pernyataan rasmi mengenai kemungkinan itu, tetapi laporan baru dari Ars Technica menyatakan bahawa Apple belum mengeluarkan laporan rasmi mengenai kemungkinan itu."
Hoax,"- Apple mungkin telah mengalami masalah dengan iPhone 6 Plus, tetapi nampaknya ia juga menghadapi masalah. Syarikat itu menguji peranti yang sama pada telefon terbaru Samsung, dan ujian menunjukkan bahawa telefon mula membengkok ketika menerima tekanan 50 Kg, lapor Wall Street Journal. Layarnya hancur ketika ditekan hingga 81 Kg, dan layarnya rusak. ""Inikah isu bendgate kedua? Bukan,"" kata pengisi suara dalam video ujian. ""Penggemar Samsung akan mengalami hal lebih buruk, mereka tidak akan menemui ponsel yang bengkok, melainkan pecahan kaca di dalam saku. "" (Dan kemudian ada masalah dengan Samsung."
Valid,"- Ini adalah masalah besar, tetapi tidak ada yang tahu apa yang menyebabkannya. Seorang pengguna iPhone 6 Plus di Ohio disensor dalam talian pada hari Rabu dan berjaya melengkung iPhone 6 Plus dengan tekanan, menurut laporan di GSMarena. Tidak jelas bagaimana perubahan itu berlaku, tetapi beberapa pengguna iPhone mengalami perubahan bentuk -- tidak ada yang tahu bagaimana bentuknya. ""Ini bukan hisapan jempol semata-mata,"" kata seorang pengguna. ""Ini bukan hisapan jempol semata-mata. "" Apple belum memberikan komen, tetapi ia mengatakan bahawa ia akan mempertimbangkan untuk menerapkan teknologi yang lebih kuat."
Valid,"- Mungkinkah iPhone 6 Plus menjadi lebih mudah? Mungkin tidak, tetapi nampaknya tidak. Dalam video yang dikeluarkan oleh FoneFox di Youtube, telefon dengan ketebalan 7,3 milimeter gagal melakukan uji lengkung. (Itulah yang berlaku tahun lalu. ) Namun, dalam beberapa ujian, telefon itu tidak lagi dapat melengkung. Klik untuk melihat video."
Valid,"- Apple telah menolak keluhan pengguna iPhone 6 Plus bahawa telefonnya gampang melengkung. ""iPhone 6 mempunyai unibody yang kuat dengan kekuataan ekstra,"" kata jurucakap Apple kepada Cnn. ""Selain itu, menggunakan kaca terkuat dalam industri smartphone. "" Statistik dari hari Rabu hingga Rabu menunjukkan hanya 9 pengguna iPhone 6 Plus yang mengalami bodi yang mudah melengkung, walaupun jumlahnya hanya 9 orang. ""Berapa lama anda meletakkan iPhone 6 Plus anda di saku depan?"" tanya seorang pengguna Forum Macrumors. ""Tidak jelas berapa lama dia menaruhnya, yang jelas itu cukup membuat melengkung. "" Apple telah mengakui bahawa pengguna iPhone 6 Plus mengalami bodi yang tahan lasak, tetapi ia mengatakan bahawa ia mempunyai banyak kekuataan tambahan."
Hoax,"- Seorang anggota forum teknologi mengatakan bahawa dia menyimpan iPhone 6 Plus di saku depan celana ketika menyetir di tengah celana. Anggota forum MacRumors, DevinPitcher, mengatakan bahawa iPhone 6 Plus milik rekannya juga melengkung setelah dikantongi di saku depan seluar, lapor Mashable. DevinPitcher menyiarkan foto iPhone 6 miliknya di thread. (Klik untuk melihat foto yang lebih ringan."
Hoax,"- iPhone 6 Plus yang berlayar terbesar di dunia nampaknya tidak terlalu bengkok. Dalam insiden terbaru, seorang pemilik iPhone 6 Plus di Australia mengatakan bahawa dia menyimpannya di saku celana selama kurang dari empat jam, lapor Mashable. ""Saya terkejut ketika saya melihat bahagian tengah iPhone 6 Plus miliknya sedikit 'membungkuk', alias melengkung,"" katanya. Devin Pitcher juga mengadu kepada MacRumors. com, dengan menyatakan bahawa iPhone 6 Plus ""mungkin tidak akan mempunyai paparan yang lebih besar"" ketika dikeluarkan. Apple dilaporkan telah menguji kerangka iPhone 6 Plus dengan menekan dan menarik hingga batas maksimal."
Hoax,"- iPhone 6 Plus menjadi sangat ramping, tetapi ada yang berspekulasi bahawa telefonnya terlalu tipis, lapor Zdnet. Seorang pemilik iPhone 6 Plus mengaku mengalami masalah dengan hp yang tersangkut di seluarnya selama 18 jam. Dia mengatakan bahawa dia telah menyimpannya di kantong belakang celananya selama 18 jam. (Lelaki ini dilaporkan mengalami masalah serupa."
Hoax,"- Apple akan segera mengetahui bagaimana iPhone 6 Plus yang baru dilancarkan dapat dibalikkan. Kes ini menjadi berita utama untuk beberapa orang kerana iPhone baru terlalu lama di taruhan di dalam sakunya, lapor Wall Street Journal. Perinciannya masih kabur, tetapi Aplle mengatakan pihaknya sedang menyiasat masalah yang dijumpai dalam sistem operasi iOS 8. Apple menarik versi OS 8. 0. 1. Tetapi ini mungkin menjadi ""alat serang"", catatan Huffington Post."
Hoax,"- iPhone 6 melengkung: Apple tidak mempunyai kemampuan untuk menahannya, tetapi kebanyakan orang yang mengeluh mengatakan bahawa ia tidak sekuat yang dikeluhkan. Eksekutif T-Mobile John Legere mengatakan bahawa dia mengambil tindakan yang lebih bijak untuk melihat masalah itu, lapor Ubergizmo. ""Video yang menggambarkan seorang pria yang dapat melakukannya (membuat iPhone 6 melengkung) - dan jika Anda melihat wajahnya, dia mungkin sudah berubah menjadi ungu. Pembuluh darahnya terlihat keluar melalui jari-jarinya. Apakah Anda ******?"" dia bertanya. ""Apa yang Kau tahu, 9 orang menduduki ponsel mereka, pertama-tama mereka memerlukan jeans yang benar-benar pas, karena jika tidak jeans yang dikenakan bisa memotong ponsel anda menjadi dua. "" Legere menjawab bahawa ""jika anda tidak mengenakan jeans yang dikenakan bisa memotong ponsel anda menjadi dua. "" Dia menambahkan bahawa 9 orang mengeluh ketika iPhone 6 mereka langsung melengkung, dan bahawa ""jika anda tidak mengenakan jeans yang dikenakan bisa memotong ponsel anda menjadi dua. "" Sementara itu, Legere mengatakan bahawa ""9 orang menduduki ponsel mereka, pertama-tama mereka memerlukan jeans yang benar-benar pas, karena jika tidak jeans yang dikenakan bisa memotong ponsel anda menjadi dua. "" (Apple telah mengalami ""krisis daya tahan iPhone 6 yang lemah."
Hoax,"- Apple mengalami masalah di seluruh dunia. Setelah mendapat kritikan dari pengguna iPhone 6 Plus mengenai bodyphonenya yang ringkih, syarikat itu ""mengejek"" dan ""jengkel"" dengan keluhannya, kata Business Insider. ""IPhone 6 mempunyai unibody yang kuat dengan kekuatan ekstra,"" kata jurucakap Apple. ""Selain, menggunakan kaca terkuat dalam industri smartphone. "" Setakat ini, hanya 9 orang yang mengadu masalah tersebut."
